date,hold,buy,sell,choice,episode
2017-02-02,0.17169389128684998,0.17222602665424347,0.17990028858184814,2,10
2017-02-03,0.1698986440896988,0.1710951030254364,0.17784714698791504,2,10
2017-02-06,0.16834959387779236,0.16953805088996887,0.17560353875160217,2,10
2017-02-07,0.16708312928676605,0.1675848364830017,0.17317339777946472,2,10
2017-02-08,0.16682039201259613,0.16538263857364655,0.17056243121623993,2,10
2017-02-09,0.16676588356494904,0.16492584347724915,0.16777722537517548,2,10
2017-02-10,0.1667545884847641,0.16483108699321747,0.16502369940280914,0,10
2017-02-13,0.16610506176948547,0.16481144726276398,0.16277211904525757,0,10
2017-02-14,0.16035011410713196,0.16480737924575806,0.16099494695663452,1,10
2017-02-15,0.15489055216312408,0.16420048475265503,0.15964318811893463,1,10
2017-02-16,0.1539611518383026,0.15819218754768372,0.1583656370639801,2,10
2017-02-17,0.15009845793247223,0.14914962649345398,0.15692061185836792,2,10
2017-02-21,0.14840532839298248,0.14748182892799377,0.15753397345542908,2,10
2017-02-22,0.14996232092380524,0.14974579215049744,0.15891465544700623,2,10
2017-02-23,0.1517140418291092,0.1515681892633438,0.16041535139083862,2,10
2017-02-24,0.15298022329807281,0.15276770293712616,0.16190314292907715,2,10
2017-02-27,-1,-1,-1,1,10
2017-02-28,0.1556180715560913,0.15551118552684784,0.16478027403354645,2,10
2017-03-01,0.157027930021286,0.15727964043617249,0.16632509231567383,2,10
2017-03-02,0.15851378440856934,0.1587333232164383,0.16786321997642517,2,10
2017-03-03,0.16000503301620483,0.1602255403995514,0.16937050223350525,2,10
2017-03-06,0.16146542131900787,0.16175192594528198,0.17084349691867828,2,10
2017-03-07,0.16233965754508972,0.1631464958190918,0.17211584746837616,2,10
2017-03-08,0.16252100467681885,0.16430678963661194,0.173152893781662,2,10
2017-03-09,0.16255861520767212,0.16513240337371826,0.17394807934761047,2,10
2017-03-10,0.1625664234161377,0.1657859981060028,0.17450134456157684,2,10
2017-03-13,0.16256803274154663,0.16574156284332275,0.17265675961971283,2,10
2017-03-14,0.16256839036941528,0.1643642783164978,0.16991491615772247,2,10
2017-03-15,0.16256842017173767,0.16194061934947968,0.16700699925422668,2,10
2017-03-16,0.16256842017173767,0.15912508964538574,0.1640874296426773,2,10
